"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Year'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Winning team'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Coach'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Losing team'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Coach'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Score'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Location'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Venue'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Reference'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1992'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Northern Michigan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Comley, RickRick Comley'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Minnesota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Woog, DougDoug Woog'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '4–2'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'St. Paul, Minnesota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Civic Center'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1993'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Minnesota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Woog, DougDoug Woog'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Northern Michigan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Comley, RickRick Comley'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '5–3'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'St. Paul, Minnesota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Civic Center'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1994'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Minnesota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Woog, DougDoug Woog'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'St. Cloud State'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Dahl, CraigCraig Dahl'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3–2 (OT)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Milwaukee, Wisconsin'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Bradley Center'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1995'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Wisconsin'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sauer, JeffJeff Sauer'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Colorado College'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Lucia, DonDon Lucia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '4–3 (OT)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'St. Paul, Minnesota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Civic Center'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1996'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Minnesota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Woog, DougDoug Woog'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Michigan Tech'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Mancini, BobBob Mancini'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '7–2'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Milwaukee, Wisconsin'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Bradley Center'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1997'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'North Dakota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Blais, DeanDean Blais'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Minnesota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Woog, DougDoug Woog'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '4–3 (OT)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'St. Paul, Minnesota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Civic Center'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1998'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Wisconsin'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sauer, JeffJeff Sauer'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'North Dakota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Blais, DeanDean Blais'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3–2'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Milwaukee, Wisconsin'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Bradley Center'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1999'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Denver'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Gwozdecky, GeorgeGeorge Gwozdecky'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'North Dakota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Blais, DeanDean Blais'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '4–3'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Minneapolis'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Target Center'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'North Dakota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Blais, DeanDean Blais'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Wisconsin'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sauer, JeffJeff Sauer'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '5–3'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Minneapolis, Minnesota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Target Center'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2001'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'St. Cloud State'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Dahl, CraigCraig Dahl'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'North Dakota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Blais, DeanDean Blais'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '6–5 (OT)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'St. Paul, Minnesota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Xcel Energy Center'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2002'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Denver'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Gwozdecky, GeorgeGeorge Gwozdecky'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Minnesota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Lucia, DonDon Lucia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '5–2'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'St. Paul, Minnesota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Xcel Energy Center'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2003'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Minnesota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Lucia, DonDon Lucia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Colorado College'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Owens, ScottScott Owens'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '4–2'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'St. Paul, Minnesota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Xcel Energy Center'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2004'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Minnesota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Lucia, DonDon Lucia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'North Dakota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Blais, DeanDean Blais'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '5–4'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'St. Paul, Minnesota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Xcel Energy Center'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2005'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Denver'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Gwozdecky, GeorgeGeorge Gwozdecky'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Colorado College'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Owens, ScottScott Owens'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1–0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'St. Paul, Minnesota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Xcel Energy Center'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2006'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'North Dakota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Hakstol, DaveDave Hakstol'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'St. Cloud State'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Motzko, BobBob Motzko'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '5–3'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'St. Paul, Minnesota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Xcel Energy Center'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2007'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Minnesota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Lucia, DonDon Lucia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'North Dakota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Hakstol, DaveDave Hakstol'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3–2 (OT)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'St. Paul, Minnesota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Xcel Energy Center'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2008'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Denver'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Gwozdecky, GeorgeGeorge Gwozdecky'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Minnesota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Lucia, DonDon Lucia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'St. Paul, Minnesota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Xcel Energy Center'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2009'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Minnesota-Duluth'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sandelin, ScottScott Sandelin'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Denver'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Gwozdecky, GeorgeGeorge Gwozdecky'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '4–0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'St. Paul, Minnesota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Xcel Energy Center'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2010'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'North Dakota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Hakstol, DaveDave Hakstol'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'St. Cloud State'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Motzko, BobBob Motzko'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '5–3'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'St. Paul, Minnesota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Xcel Energy Center'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2011'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'North Dakota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Hakstol, DaveDave Hakstol'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Denver'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Gwozdecky, GeorgeGeorge Gwozdecky'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3–2 (2OT)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'St. Paul, Minnesota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Xcel Energy Center'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2012'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'North Dakota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Hakstol, DaveDave Hakstol'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Denver'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Gwozdecky, GeorgeGeorge Gwozdecky'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '4–0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'St. Paul, Minnesota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Xcel Energy Center'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2013'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Wisconsin'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Eaves, MikeMike Eaves'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Colorado College'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Owens, ScottScott Owens'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3–2'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'St. Paul, Minnesota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Xcel Energy Center'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2014'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Minnesota State'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Hastings, MikeMike Hastings'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ferris State'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Daniels, BobBob Daniels'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '4–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Grand Rapids, Michigan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Van Andel Arena'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2015'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Minnesota State'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Hastings, MikeMike Hastings'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Michigan Tech'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Pearson, MelMel Pearson'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '5–2'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'St. Paul, Minnesota'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Xcel Energy Center'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2016'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ferris State'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Daniels, BobBob Daniels'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Minnesota State'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Hastings, MikeMike Hastings'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2–1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Grand Rapids, Michigan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Van Andel Arena'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2017'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Michigan Tech'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Pearson, MelMel Pearson'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Bowling Green'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Bergeron, ChrisChris Bergeron'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3-2 (2OT)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Houghton, Michigan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'MacInnes Student Ice Arena'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2018'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Michigan Tech'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Joe Shawhan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Northern Michigan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Grant Potulny'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2–0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Marquette, Michigan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Berry Events Center'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
