"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'No. overall'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'No. in season'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Title'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Supervising direction by'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Written and storyboarded by'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Original air date'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Prod. code'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'US viewers (millions)'}"
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': '187'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '31'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '""Walnuts & Rain""'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Andres Salaff'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Tom Herpich'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'March 5, 2015'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1025-193'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1.68'}"
"{'column_span': 8, 'is_header': False, 'row_span': 1, 'value': 'When Finn and Jake fall into two different pits, in which they meet two different fates: Finn becomes the guest of the unstable King Huge (voiced by Matt L.'}",,,,,,,
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': '188'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '32'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '""Friends Forever""'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Cole Sanchez'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Andy Ristaino & Cole Sanchez'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'April 16, 2015'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1025-191'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1.57'}"
"{'column_span': 8, 'is_header': False, 'row_span': 1, 'value': 'The Ice King invites over the Life-Giving Magus under the guise of spending time together, when in reality Ice King wants to use him to bring his appliances to life in the hopes that he can befriend them.'}",,,,,,,
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': '189'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '33'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '""Jermaine""'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Andres Salaff'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Brandon Graham & Jesse Moynihan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'April 23, 2015'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1025-192'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1.53'}"
"{'column_span': 8, 'is_header': False, 'row_span': 1, 'value': 'After a bizarre dream, Finn and Jake venture to the home of their brother, Jermaine (voiced by Tom Scharpling). The duo journey to their old familial house, which is still inhabited by Jermaine.'}",,,,,,,
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': '190'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '34'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '""Chips & Ice Cream""'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Cole Sanchez'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Seo Kim & Somvilay Xayaphone'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'April 30, 2015'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1025-194'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1.69'}"
"{'column_span': 8, 'is_header': False, 'row_span': 1, 'value': 'After a bizarre curse gets placed on Jake by a bear named Morty Rogers (voiced by Ron Livingston), Jake is forced to live with two creatures named Chips and Ice Cream (voiced by Riki Lindhome and Kate Micucci respectively) that talk in a nonsense language consisting only of their names.'}",,,,,,,
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': '191'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '35'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '""Graybles 1000+""'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Andres Salaff'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Steve Wolfhard'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'May 7, 2015'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1025-195'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1.58'}"
"{'column_span': 8, 'is_header': False, 'row_span': 1, 'value': 'Cuber (voiced by Emo Philips) uses his graybles to survive after crash landing in a futuristic and bleak version of Ooo.'}",,,,,,,
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': '192'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '36'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '""Hoots""'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Adam Muto'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kent Osborne & Andy Ristaino'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'May 14, 2015'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1025-196'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1.54'}"
"{'column_span': 8, 'is_header': False, 'row_span': 1, 'value': ""After the Cosmic Owl (voiced by M. Emmet Walsh) spies an attractive lady bird (voiced by Kay Lenz) in Finn's dream, he begins to shirk his duties.""}",,,,,,,
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': '193'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '37'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '""Water Park Prank""'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'David Ferguson'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'David Ferguson'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'May 21, 2015'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1025-202'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1.42'}"
"{'column_span': 8, 'is_header': False, 'row_span': 1, 'value': 'Finn and Jake take a break and go to a post-apocalyptic water park. While at the park, they run into the Ice King and decide to prank him by blocking up the water slide he is trying to go down.'}",,,,,,,
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': '194'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '38'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '""You Forgot Your Floaties""'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Andres Salaff'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jesse Moynihan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'June 1, 2015'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1025-197'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1.57'}"
"{'column_span': 8, 'is_header': False, 'row_span': 1, 'value': 'Finn and Jake try to rescue Magic Man\'s new apprentice, Betty (voiced by Lena Dunham), but Magic Man stops them. Betty and Magic Man then create a system that will make Magic Man the new ""globhead"", allowing him to assume the position once held by his brother, Grob Gob Glob Grod.'}",,,,,,,
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': '195'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '39'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '""Be Sweet""'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Elizabeth Ito'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Seo Kim & Somvilay Xayaphone'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'June 2, 2015'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1025-199'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1.67'}"
"{'column_span': 8, 'is_header': False, 'row_span': 1, 'value': 'Lumpy Space Princess takes a job babysitting Sweet P. After neglecting her duties and abandoning Sweet P, Lumpy Space Princess is tormented by a raccoon, who seems to verbally assault her with her subconscious fears: that she does not belong in the world of creature comforts.'}",,,,,,,
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': '196'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '40'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '""Orgalorg""'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Andres Salaff'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Graham Falk'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'June 3, 2015'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1025-198'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1.30'}"
"{'column_span': 8, 'is_header': False, 'row_span': 1, 'value': 'Gunter has strange visions after an accident. It is revealed that Gunter is really Orgalorg, a primordial chaos demon that once terrorized a faraway system of planets.'}",,,,,,,
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': '197'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '41'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '""On the Lam""'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Elizabeth Ito'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Seo Kim, Cole Sanchez & Somvilay Xayaphone'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'June 4, 2015'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1025-201'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1.48'}"
"{'column_span': 8, 'is_header': False, 'row_span': 1, 'value': 'Finn\'s father, Martin, has been arrested on an alien planet and tries to get away. In the process, he meets a little alien he names Martin II; the alien, in turn, refers to Martin as ""papa"".'}",,,,,,,
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': '198'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '42'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '""Hot Diggity Doom""'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Andres Salaff'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Tom Herpich & Steve Wolfhard'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'June 5, 2015'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1025-203'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1.55'}"
"{'column_span': 8, 'is_header': False, 'row_span': 1, 'value': ""On election day, Princess Bubblegum's is more focused on a comet in the sky. Her inattention to the election leads to the King of Ooo winning and deposing her.""}",,,,,,,
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': '199'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '43'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '""The Comet""'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Elizabeth Ito'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jesse Moynihan & Andy Ristaino'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'June 5, 2015'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1025-200'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1.55'}"
"{'column_span': 8, 'is_header': False, 'row_span': 1, 'value': 'Finn and Jake learn that Orgalorg is attempting to absorb the power of the catalyst comet. They give chase and stow away aboard the ship, but are jettisoned into space and separated once Orgalorg reveals its true, gigantic form.'}",,,,,,,
