"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Current, official name'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Former, English name(s)'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Note'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jalan Sultan Salahuddin'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Swettenham Road (1960)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Currently named after Sultan Salahuddin of Malaysia; previously named after Frank Swettenham. Sir Frank Athelstane Swettenham (1850–1946) was the 3rd Resident for Selangor (1882–1896), the 5th British Resident of Perak and the first Resident General of the Federated Malay States (1896 to 1901).'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jalan Sultan Sulaiman'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Suleiman Road'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Named after Sultan Sulaiman of Selangor.'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jalan Sultan Yahya Petra'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Henry Gurney Road (1960) Jalan Semarak (until 2014)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Erected on 2014 and was named after sixth Yang di-Pertuan Agong, Sultan Yahya Petra of Kelantan. Previously named after Sir Henry Gurney, a former British High Commissioner in Malaya.'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jalan Tangsi'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Barrack Road'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Previously connected directly to Dataran Merdeka via the southeast stretch of Jalan Raja, and currently cut off from the area with the construction of the Jalan Kuching-Jalan Kinabalu-Jalan Parlimen expressway.'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jalan Talalla'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jalan Thambipillay'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jalan Thambusamy'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Named after K. Thambusamy Pillai, the leader of the Tamil community, one of the founders of Victoria Institution and discovered the Batu Caves.'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jalan Thavers'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Located at Kampung Pandan'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jalan Tugu'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Cenotaph Road (1960)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Named after a cenotaph which was located on the intersection of Cenotaph Road and Victory Avenue. The cenotaph was moved to the National Monument when a flyover was constructed over the area during the 1960s.'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jalan Tun Abang Haji Openg'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Located at Taman Tun Dr Ismail.'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jalan Tun Ismail'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Maxwell Road'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Formerly named after Sir William Edward Maxwell(1846–1897), Acting Resident Councillor of Penang (1887–1889), Resident of Selangor (1889–1892), Acting Governor of the Straits Settlements between (1893–94).'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jalan Tuanku Abdul Halim'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Guillemard Road (until 1960) Jalan Duta (until 2014)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Erected on 2014 and was named after fifth and fourteen Yang di-Pertuan Agong, Tuanku Abdul Halim Muadzam Shah of Kedah.'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jalan Tun Mohd Fuad'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Located at Taman Tun Dr Ismail'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jalan Tun Razak'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jalan Pekeliling, Circular Road'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Currently named after Tun Abdul Razak, it was originally named for its beltway-like layout. Part of Kuala Lumpur Middle Ring Road 1.'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jalan Tunku Putra'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Natesa Road'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Currently named after Tunku Abdul Rahman (Putra).'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jalan U-Thant'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Currently named after the former UN general secretary from 1961 until 1971, U Thant.'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jalan Vivekananda'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jalan Walter Grenier'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Walter Grenier Road'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jalan Wan Kadir'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Located at Taman Tun Dr Ismail.'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jalan Wesley'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Wesley Road'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jalan Wickham'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Wickham Road'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jalan Wisma Putra'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Hose Drive'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Currently named after the original Ministry of Foreign Affairs building at the road; formerly named after Edward Shaw Hose. The road is related to Jalan Belfied and remaining roads by the name of Hose.'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jalan Yaacob Latif'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jalan Tenteram'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Located in Bandar Tun Razak, It was established in 2003 and named the second Kuala Lumpur city mayor Tan Sri Yaacob Latif'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jalan Yap Ah Shak'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Named after Yap Ah Shak, the fourth Capitan China (1885–1889).'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jalan Yap Tai Chi'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Located at Jalan Imbi'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jalan Yew'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Located at Sungai Besi'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jalan Zaaba'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Located at Taman Tun Dr Ismail.'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jalan Abdul Razak Hussin'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Located at Desa Tun Hussein Onn. It was named after soldiers who died during the Communist insurgency in Malaysia.'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jalan Abdul Rashid'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Located at Desa Tun Hussein Onn. It was named after soldiers who died during the Communist insurgency in Malaysia (1968–89).'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jalan Lenggu ak China'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Located at Desa Tun Hussein Onn. It was named after soldiers who died during the Communist insurgency in Malaysia (1968–89).'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jalan Rosli Buang'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Located at Desa Tun Hussein Onn. It was named after soldiers who died during the Communist insurgency in Malaysia (1968–89).'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jalan Hamid Ismail'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Located at Desa Tun Hussein Onn. It was named after soldiers who died during the Communist insurgency in Malaysia (1968–89).'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jalan Saimun Tarikat'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Located at Desa Tun Hussein Onn. It was named after soldiers who died during the Communist insurgency in Malaysia (1968–89).'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jalan Mohana Chandran'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Located at Desa Tun Hussein Onn. It was named after soldiers who died during the Communist insurgency in Malaysia (1968–89).'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Lebuhraya Sultan Iskandar'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Lebuhraya Mahameru (until 2014)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Erected on 2014 and was named after eighth Yang di-Pertuan Agong, Sultan Iskandar of Johor. It is part of the Kuala Lumpur Middle Ring Road 1.'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Lorong Binjai'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Lorong Haji Taib'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Located at Chow Kit. It was named after an Indonesian tradesman of Minangkabau heritage and originated from Sumatera known as Haji Mohamed Taib bin Haji Abdul Samad.'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Lorong Kuda (KLCC Tunnel)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Persiaran Hampshire'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Hampshire Drive'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Persiaran Maybank'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Court Hill (1960)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'A hill back road that connects Jalan Pudu Lama with Jalan Raja Chulan. Currently named after the Maybank Tower that is built on a hill, and formerly named after a Sessions Court which resided on the same site, circa 1960.'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Persiaran Raja Chulan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Weld Drive (1960)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'A hill back road branching from Jalan Raja Chulan. Currently named after Raja Chulan; formerly named after Frederick Weld.'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Persiaran Sultan Salahuddin'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Clifford Road'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Named after Sir Hugh Charles Clifford (1866–1941) the Resident at Pahang (1896–1900, 1901–1903), Governor of North Borneo (1900–1901), Governor of Straits Settlements and British High Commissioner in Malaya (1927–1930).'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Persiaran Tuanku Jaafar'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Swettenham Drive (1960) Persiaran Mahameru (until 2014)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Erected on 2014 and was named after tenth Yang di-Pertuan Agong, Tuanku Jaafar of Negeri Sembilan. Formerly named after Frank Swettenham.'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Persiaran Tuanku Syed Sirajuddin'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Persiaran Duta'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Erected on 2014 and was named after 12th Yang di-Pertuan Agong, Tuanku Syed Sirajuddin of Perlis.'}"
