"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Inventor'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': '# of patents'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Country'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Active'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Main fields of invention'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Ref'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jeffrey P. Gambino'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '540'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1992-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'MEMS, CMOS, BiCMOS, DRAM, Image Sensors, RF, Biosensors, 3D Integrated Circuits'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Edwin H. Land'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '535'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1909(b)-1991(d)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Instant photography, Polarizing film'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Victoria Y. H. Wood'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '532'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2009-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Various'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Henri Dreyfus'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '524'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Switzerland'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1882(b)-1944(d)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Polymers, Synthetic fibers, Dyes'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Clyde C. Farmer'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '513'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '18??(b)-19??(d)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Railway air brakes'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Heinz Focke'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '512'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Germany'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1976-2013'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Cigarette packaging'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Mark I. Gardner'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '511'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1994-2010'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Consumer electronics, Energy, Computers, Semiconductors, Physics'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ravi K. Arimilli'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '508'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'India'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1992-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Computer architecture, Semiconductor memory, Cache coherence, Symmetric multiprocessing'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Anthony K. Stamper'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '506'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1998-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'MEMS, CMOS, BiCMOS, Silicon-germanium'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Louis H. Morin'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '503'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '18??(b)-19??(d)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Fasteners, Locks, Bobbins'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ronald S. Cok'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '502'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1986-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'OLED displays; image processing'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Tobin A. King'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '501'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Australia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2000-2018'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Printing, Digital paper, Mechanical'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Gregory J. Boss'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '491'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2008-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Various'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Belgacem Haba'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '490'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Algeria'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1991-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Semiconductor manufacturing'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Robert S. Langer'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '484'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1983-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Biotechnology, Drug delivery, Tissue engineering'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'James M. Hart'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '482'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1988-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Motor vehicle transmission'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jack A. Mandelman'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '481'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1987-2014'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Various'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kai-Li Jiang'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '476'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'China'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2006-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Carbon nanotubes and their applications'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Akira Nakazawa'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '458'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Australia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1980-2018'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Printing, Mechanical'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Eberhard Ammermann'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '451'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Germany'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1979-2015'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Fungicides'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Thomas E. Murray'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '449'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1860(b)-1929(d)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Electrical, HVAC, Wheels, Metal working, Light dimmer'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Lisa Seacat DeLuca'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '449'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2009-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Various'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ruilong Xie'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '446'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2013-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Semiconductor device, CMOS, Semiconductor device fabrication'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Hongyong Zhang'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '440'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Japan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1993-2016'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Thin film transistors, Liquid crystal displays'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'John L. Melanson'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '436'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1978-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Integrated circuits, semiconductors, mixed-signal products, signal processing, audio and voice components, hearing aids, LED lighting, and motor control'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Scott H. Wittkopp'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '432'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2001-2017'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Motor vehicle transmission'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ""Brian M. O'Connell""}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '426'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2009-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Various'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Frederick A. Ware'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '423'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1981-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Chip design'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'John Hays Hammond, Jr.'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '417'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1888(b)-1965(d)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Radio control, Radio communications, Torpedoes'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Hossein Eslambolchi'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '414'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1993-2018'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Telecommunications, Network intelligence, information Technology, communications technology'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Vincent J. Zimmer'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '412'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1999-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Computer software and firmware'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Wilhelm Brandes'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '411'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Germany'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1976-2010'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Fungicides'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Cary L. Bates'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '411'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1994-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Programming tools, DBX, Memory debuggers'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Xuemin (Sherman) Chen'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '410'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1997-2018'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Computer networks, Integrated Circuits, Signal Processing'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Stanford R. Ovshinsky'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '400'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1922(b)-2012(d)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Batteries, Solar cells, Liquid crystal displays, Hydrogen fuel cells, Computer data storage'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Brent A. Anderson'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '395'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2001-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Semiconductor device fabrication, Semiconductor memory, Semiconductor device'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Josef Theurer'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '388'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Austria'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1976-2016'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Railroad maintenance machines'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'David V. Horak'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '387'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1992-2018'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Various'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Paul W. Dent'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '382'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1984-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Wireless communications'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sarbajit K. Rakshit'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '380'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'India'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2013-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Various'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'George P. Liang'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '379'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'China'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1983-2018'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Gas turbine cooling'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Wael W. Diab'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '378'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2003-2018'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Computer networks'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Hans-Joachim Santel'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '377'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Germany'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1986-2013'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Herbicides, Pesticides, Organic chemistry'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Gisela Lorenz'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '374'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Germany'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1990-2015'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Fungicides, Organic chemistry'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Garry R. Jackson'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '367'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Australia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2001-2016'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Printing, Mechanical'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Pouya Hashemi'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '362'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2013-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Semiconductor, VLSI, CMOS logic and memory, cognitive'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'George Westinghouse'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '361'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1846(b)-1914(d)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Electric power, Electricity meter, Railway air brake, Steam engines'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jeffrey E. Stahmann'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '357'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1994-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Medical devices'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'William Daniel Hillis'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '357'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1986-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Various'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Norman M. Berry'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '355'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Australia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2006-2018'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Printing, Mechanical'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Mark W. Kroll'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '354'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1987-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Implantable medical devices'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Robert R. Schmidt'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '350'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Germany'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1971-2005'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Herbicides, Fungicides, Organic chemistry'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Lawrence A. Clevenger'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '346'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1996-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Semiconductor, Cognitive, Memory, Security, Analytics'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Carl J. Radens'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '342'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1994-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Integrated Circuits, CMOS, DRAM, Semiconductor device fabrication'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Bengt Lindoff'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '336'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sweden'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2000-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Wireless communications'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ajith K. Kumar'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '333'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'India'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1984-2019'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Electric Power, Energy Management, Rail Transportation, Mining'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
