"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Portrait'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Name'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Entered office'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Left office'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Political party'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Prime Minister'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Refs'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '-'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Miguel Villanueva y Gómez'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '9 December 1915'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '25 February 1916'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Liberal'}","{'column_span': 1, 'is_header': False, 'row_span': 3, 'value': 'The Count of Romanones'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '-'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Álvaro de Figueroa The Count of Romanones Acting'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '25 February 1916'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '30 April 1916'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Liberal'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}",
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '-'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Amalio Gimeno The Count of Gimeno'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '30 April 1916'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '19 April 1917'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Liberal'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}",
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '-'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Juan Alvarado y del Saz'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '19 April 1917'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '11 June 1917'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Liberal'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'The Marquis of Alhucemas'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '-'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Salvador Bermúdez de Castro The Duke of Ripalda'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '11 June 1917'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '13 November 1917'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Conservative'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Eduardo Dato e Iradier'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '-'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Manuel García-Prieto The Marquis of Alhucemas'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '13 November 1917'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '22 March 1918'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Liberal'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'The Marquis of Alhucemas'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '-'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Eduardo Dato e Iradier'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '22 March 1918'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '9 November 1918'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Conservative'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Antonio Maura y Montaner'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 2, 'value': '-'}","{'column_span': 1, 'is_header': False, 'row_span': 2, 'value': 'Álvaro de Figueroa The Count of Romanones'}","{'column_span': 1, 'is_header': False, 'row_span': 2, 'value': '9 November 1918'}","{'column_span': 1, 'is_header': False, 'row_span': 2, 'value': '15 April 1919'}","{'column_span': 1, 'is_header': False, 'row_span': 2, 'value': 'Liberal'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'The Marquis of Alhucemas'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'The Count of Romanones'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}",,,,,
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '-'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Manuel González-Hontoria y Fernández-Ladreda'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '15 April 1919'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '20 July 1920'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Conservative'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Antonio Maura y Montaner'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 4, 'value': '-'}","{'column_span': 1, 'is_header': False, 'row_span': 4, 'value': 'Salvador Bermúdez de Castro The Duke of Ripalda'}","{'column_span': 1, 'is_header': False, 'row_span': 4, 'value': '20 July 1920'}","{'column_span': 1, 'is_header': False, 'row_span': 4, 'value': '14 August 1921'}","{'column_span': 1, 'is_header': False, 'row_span': 4, 'value': 'Conservative'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Joaquín Sánchez de Toca y Calvo'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Manuel Allendesalazar y Muñoz de Salazar'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}",,,,,
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Eduardo Dato e Iradier'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}",,,,,
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Manuel Allendesalazar y Muñoz de Salazar'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}",,,,,
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '-'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Manuel González-Hontoria y Fernández-Ladreda'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '14 August 1921'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '8 March 1922'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Conservative'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Antonio Maura y Montaner'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Joaquin Fernandez Prida.JPG'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Joaquín Fernández Prida'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '8 March 1922'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '4 December 1922'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Conservative'}","{'column_span': 1, 'is_header': False, 'row_span': 2, 'value': 'José Sánchez-Guerra y Martínez'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '-'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Francisco Bergamín y García'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '4 December 1922'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '7 December 1922'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Conservative'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}",
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '-'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Santiago Alba y Bonifaz'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '7 December 1922'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '15 September 1923'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Liberal'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'The Marquis of Alhucemas'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '-'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Fernando Espinosa de los Monteros y Bermejillo'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '15 September 1923'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3 December 1925'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'None'}","{'column_span': 1, 'is_header': False, 'row_span': 3, 'value': 'The Marquis of Estella'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '-'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'José de Yanguas y Messía Viscount of Santa Clara de Avedillo from 1929'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3 December 1925'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '20 February 1927'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'None'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}",
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Primo-de-rivera.JPG'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Miguel Primo de Rivera The Marquis of Estella'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '20 February 1927'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3 November 1928'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'None'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}",
