"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'No.'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Champions'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Reign'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Date'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Days held'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Location'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Event'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Notes'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Ref(s)'}"
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': '34'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Von Hess, KurtKurt Von Hess and Karl Von Shotz'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '5'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'February 16, 1974'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '84'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Detroit, Michigan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Live event'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': '35'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Brazil, BoboBobo Brazil (4) and Tony Marino (5)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'May 11, 1974'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Detroit, Michigan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Live event'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '—'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Held up'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '—'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'June 1974'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'N/A'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'N/A'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'N/A'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Championship held up after match against Ben Justice and Killer Tim Brooks.'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': '36'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Brazil, BoboBobo Brazil (5) and Tony Marino (6)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'June 15, 1974'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Live event'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Won the rematch against Justice and Brooks'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': '37'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Abdullah the Butcher and Killer Tim Brooks (3)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1974'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Live event'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': '38'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Brazil, BoboBobo Brazil (6) and Tony Marino (7)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '3'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1974'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Live event'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': '39'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'The Mongols (Geeto Mongol and Bolo Mongol)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1974'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Live event'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': '40'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Curry, FredFred Curry (8) and Bobo Brazil (7)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'November 1974 (NLT)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Live event'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Awarded when The Mongols no-show title defense.'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': '41'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Angelo and Lanny Poffo'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'January 1975'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Live event'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': '42'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Hank James and Mighty Igor'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1975'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Live event'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': '43'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Islanders (Afa and Sika)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'July 19, 1975 (NLT)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Live event'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': '44'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Curry, FredFred Curry (8) and Hank James (2)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'October 25, 1975 (NLT)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Live event'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': '45'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Islanders (Afa and Sika)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'November 7, 1975 (NLT)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Live event'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': '46'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Karl Von Hess (6) and Kurt Von Brauner'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'December 18, 1975'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Toledo, Ohio'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Live event'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': '47'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Chris Colt and Count Drummer'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'February 7, 1976 (NLT)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Live event'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': '48'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Chris Colt and Lanny Poffo (2)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'March 1976'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Live event'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Drummer gave his half of the championship to Poffo after being injured.'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': '49'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'DeNucci, DominicDominic DeNucci and Chris Markoff'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'May 1, 1976'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Detroit, Michigan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Live event'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': '50'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Fabulous Kangaroos, TheThe Fabulous Kangaroos (Al Costello (3) and Tony Charles)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1976'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Live event'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': '51'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Graham, LukeLuke Graham and Ripper Collins'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'April 24, 1977 (NLT)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Live event'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': '52'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Hank James (3) and Ed George'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1977'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Live event'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': '53'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Bounty Hunters'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1977'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Live event'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': '54'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Lou Klein and Ed George (2)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'July 9, 1977'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '0'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Live event'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '—'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Vacated'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '—'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'July 9, 1977'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'N/A'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'N/A'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'N/A'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Klein retired after the match.'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 9, 'is_header': False, 'row_span': 1, 'value': ''}",,,,,,,,
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': '55'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Moose Cholak and Ed George (3)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'April 1978'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Live event'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Records are unclear as to whom they defeated for the championship'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 9, 'is_header': False, 'row_span': 1, 'value': ''}",,,,,,,,
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': '56'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'John Bonello and Randy Scott'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'April 1980'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Live event'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Defeated Pat and Mike Kelly to win the championship'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': '57'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Frankie Laine and George Steele'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'May 3, 1980'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '21'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Detroit, Michigan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Live event'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': '58'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'John Bonello and Randy Scott'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'May 24, 1980'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '35'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Detroit, Michigan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Live event'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': '59'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Baba, GiantGiant Baba and Jumbo Tsuruta'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'June 28, 1980'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Detroit, Michigan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Live event'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '—'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Championship retired'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '—'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'October 1980'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'N/A'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'N/A'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'N/A'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Promotion closed'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
