"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Name'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Images'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Capacity'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Area (m2)'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'City'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Country'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Architectural style'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Year of first building'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sultan Qaboos Grand Mosque Arabic: جامع السلطان قابوس الأكبر\u200e'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '-'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '20,000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '416,000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Muscat'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Oman'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Contemporary Islamic'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2001'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Tuanku Mizan Zainal Abidin Mosque Malay: Masjid Tuanku Mizan Zainal Abidin Jawi: مسجد توانكو ميزن زاينل عابدين Chinese: 端姑米占再納阿比丁清真寺 Tamil: டுங்கு மஸான் ஜைனல் அபிடின் மசூதி'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '-'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '20,000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Putrajaya'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Malaysia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Modern'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2009'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Aqsa Mosque Urdu: مسجدِ اقصی\u200e'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '-'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '18,000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Rabwah'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Pakistan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Mughal, Indo-Islamic'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1972'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Federal Territory Mosque Malay: Masjid Wilayah Persekutuan Jawi: مسجد ولايه ڤرسكوتوان Chinese: 联邦疆土清真寺 Tamil: பெடரல் மண்டலம் மசூதி'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '-'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '17,000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kuala Lumpur'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Malaysia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ottoman, Malay'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2000'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Grand Mosque of Makhachkala Russian: Джума мечеть Махачкалы'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '-'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '17,000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Makhachkala'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Russia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Late Classical Ottoman'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1998'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ""KH Hasyim Asy'ari Grand Mosque Indonesian: Masjid Raya KH Hasyim Asy'ari""}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '16,000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jakarta'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Indonesia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Betawi, Indonesian Islamic'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2013'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Emir Abdelkader Mosque Arabic: مسجد الْأميـر عبد القادر\u200e'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '-'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '15,000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Constantine'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Algeria'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Islamic'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1994'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kocatepe Mosque Turkish: Kocatepe Camii'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kocatepe Camii Ankara edit.JPG'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '15,000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ankara'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Turkey'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Modern, Neo Classical Ottoman'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1987'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Great Mosque of Central Java Indonesian: Masjid Agung Jawa Tengah Javanese: ꦩꦼꦱ꧀ꦗꦶꦢ꧀ꦲꦒꦸꦁꦠꦼꦔꦃ'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '-'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '15,000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '100,000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Semarang'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Indonesia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Javanese, Greek Revival'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2006'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Great Mosque of Palembang Indonesian: Masjid Agung Palembang Palembang Malay: Masjid Agung Palembang Jawi: مسجد أݢوڠ ڤلامبڠ Chinese: 巨港大清真寺'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '-'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '15,000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Palembang'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Indonesia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Malay, Chinese, Palladian'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1738'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Grand Mosque of Sabilal Muhtadin Indonesian: Masjid Raya Sabilal Muhtadin Banjarese: Masigit Raya Sabilal Muhtadin Jawi: مسيڬيت رايا سبيلَ المهتدين'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '-'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '15,000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Banjarmasin'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Indonesia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Banjarese, Neoclassical'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1979'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'National Mosque of Malaysia Malay: Masjid Negara Malaysia Jawi: مسجد نݢارا مليسيا Chinese: 马来西亚国家清真寺 Tamil: மலேசியாவின் தேசிய மசூதி'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '-'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '15,000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kuala Lumpur'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Malaysia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Modern'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1965'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Putra Mosque Malay: Masjid Putra Jawi: مسجد ڤوترا Chinese: 布特拉清真寺 Tamil: புத்ரா மசூதி'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '-'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '15,000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Putrajaya'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Malaysia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Modern, Mamluk, Moorish'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1997'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Grand Mosque Arabic: المسجد الكبير\u200e'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '-'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '13,000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kuwait City'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kuwait'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Islamic'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1986'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Grand Mosque of Bandung Indonesian: Masjid Raya Bandung Sundanese: ᮙᮞ᮪ᮏᮤᮓ᮪ ᮛᮚ ᮘᮔ᮪ᮓᮥᮀ'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '-'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '13,000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Bandung'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Indonesia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Arabian, Sundanese'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2003'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Uganda National Mosque Swahili: Msikiti wa Taifa wa Uganda'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '-'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '12,200'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kampala'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Uganda'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Islamic'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1972'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kota Kinabalu City Mosque Malay: Masjid Bandaraya Kota Kinabalu Jawi: مسجد بندارايا كوتا کوتا کينا بالو Chinese: 亚庇市清真寺 Tamil: கோட்டா கினாபுவல் சிட்டி மசூதி'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '-'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '12,000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kota Kinabalu'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Malaysia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Modern'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2000'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Mosque of Rome Italian: Moschea di Roma'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Grande Mosquée de Rome.JPG'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '12,000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '30,000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Rome'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Italy'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Islamic'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1995'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Akhmad Kadyrov Mosque Russian: Мечеть Ахмата Кадырова Chechen: Кадыров Ахьмадан цӀарах дина маьждиг'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Грозный мечеть 2011.JPG'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '10,000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Grozny'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Russia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Late Classical Ottoman'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2008'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Al-Azhar Great Mosque Indonesian: Masjid Agung Al-Azhar'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '-'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '10,000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '43,755'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jakarta'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Indonesia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Minimalism'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1958'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Al-Ittihad Mosque Jatibarang Indonesian: Masjid Al-Ittihad Jatibarang Javanese: ꦩꦼꦱ꧀ꦗꦶꦢ꧀ꦄꦭ꧀ꦆꦠ꧀ꦠꦶꦲꦢ꧀ꦗꦠꦶꦨꦫꦁ Jawi: مسجد الاتحاد جاتيبراڠ'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '-'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '10,000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Brebes'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Indonesia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Javanese'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2008'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Baitul Futuh Mosque'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '-'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '10,000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '21,000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'London'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'United Kingdom'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Modern'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2003'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Grand Mosque Allahabad'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '-'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '10,000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '80,000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sindh'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Pakistan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Indo-Islamic'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Under construction'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Great Mosque of Makassar Indonesian: Masjid Agung Makassar Buginese: ᨆᨔᨍᨗᨉ ᨕᨁᨘᨂ ᨆᨀᨔᨑ'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Masjid Raya Makassar.JPG'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '10,000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Makassar'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Indonesia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Renaissance'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1999'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jama Mosque Hindi: जामा मस्जिद Urdu: جامع مسجد\u200e'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '120x120'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '10,000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Agra'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'India'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Islamic'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1648'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Makkah Masjid Hindi: मक्का मस्जिद Telugu: మక్కా మసీదు Urdu: مکہ مسجد\u200e'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '120x120'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '10,000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Hyderabad'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'India'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Islamic'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1694'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Moscow Cathedral Mosque Russian: Московская соборная мечеть'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '-'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '10,000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Moscow'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Russia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Islamic'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1904 (rebuilt 2015)'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sultan Ahmed Mosque Turkish: Sultan Ahmet Camii'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '-'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '10,000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Istanbul'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Turkey'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Late Classical Ottoman'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1616'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Türkmenbaşy Ruhy Mosque Turkmen: Türkmenbaşy Ruhy Metjidi'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '10,000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Gypjak'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Turkmenistan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Islamic'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2004'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'UGM Campus Mosque Indonesian: Masjid Kampus UGM Javanese: ꦩꦼꦱ꧀ꦗꦶꦢ꧀ꦑꦩ꧀ꦥꦸꦱ꧀ꦈꦒꦺꦌꦩ꧀'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '-'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '10,000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sleman Regency'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Indonesia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Modern, Chinese, Indo-Islamic'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1999'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Imam Husayn Shrine Arabic: مَقـام الإمـام الـحـسـيـن ابـن عـلي\u200e'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '-'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '8,597'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Karbala'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Iraq'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Islamic'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '680'}"
