"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Title'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Director'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Cast'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Genre'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Sources'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Main Awara Hoon'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ashim S. Samanta'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sanjay Dutt, Raj Babbar, Jayapradha'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Drama, Family'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Mandi'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Shyam Benegal'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Shabana Azmi, Smita Patil, Naseeruddin Shah'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Comedy, Drama'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Mangal Pandey'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Harmesh Malhotra'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ranjit Sood, Ajit Khan, Harbans Darshan M. Arora'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Action, Crime, Thriller, Drama'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Masoom'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Shekhar Kapur'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Naseeruddin Shah, Shabana Azmi, Urmila Matondkar, Jugal Hansraj'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Drama'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Mawaali'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'T. Rama Rao'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jeetendra, Sridevi, Jayapradha, Kadar Khan, Prem Chopra, Shakti Kapoor'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Drama'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Mazdoor'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ravi Chopra'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Dilip Kumar, Raj Babbar, Padmini Kolhapure, Rati Agnihotri'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Drama'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Mehndi'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Asit Sen'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Vinod Mehra, Raj Babbar, Ranjeeta Kaur'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Mujhe Insaaf Chahiye'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'T. Rama Rao'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Mithun Chakraborty, Rekha, Rati Agnihotri'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Drama'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Mujhe Vachan Do'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Shibu Mitra'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Nastik'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Pramod Chakravorty'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Amitabh Bachchan, Hema Malini, Pran'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Action'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Naukar Biwi Ka'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Rajkumar Kohli'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Dharmendra, Reena Roy, Pran, Raj Babbar, Anita Raj, Om Prakash'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Drama'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Nishaan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Surendra Mohan, Late Shri Sikander Khanna'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Rajesh Khanna, Jeetendra, Rekha'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Action, Drama, Family, Musical, Romance'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Painter Babu'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ashok'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Rajiv Goswami, Meenakshi Sheshadri, Neelima'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Romance'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Pasand Apni Apni'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Basu Chatterji'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Mithun Chakraborty, Rati Agnihotri, Utpal Dutt'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Comedy'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Prem Tapasya'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Dasari Narayana Rao'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Jeetendra, Rekha, Reena Roy'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Drama, Family'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Pukar'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ramesh Behl'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Amitabh Bachchan, Randhir Kapoor, Zeenat Aman, Tina Munim'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Drama'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Pyaasi Aankhen'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ram Kelkar'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Shabana Azmi, Amol Palekar, Waheeda Rehman'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Qayamat'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Raj Sippy'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Dharmendra, Shatrughan Sinha, Jayapradha'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Action, Drama'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Raaste Aur Rishte'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Mazhar Khan, Priyadarshini'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Rachna'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sathish'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Beena Banerjee, Jezebel, Anil Kapoor'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Family'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Rang Birangi'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Hrishikesh Mukherjee'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Amol Palekar, Parveen Babi, Farooq Shaikh'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Comedy'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Rishta Kagaz Ka'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ajay Goel'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Nutan, Raj Babbar, Rati Agnihotri'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Drama, Musical'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Romance'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ramanand Sagar'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Poonam Dhillon, Kumar Gaurav, Shammi Kapoor'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Romance'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sadma'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Balu Mahendra'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kamal Hassan, Sridevi, Gulshan Grover, Silk Smitha'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Romance'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sant Ravidas Ki Amar Kahani'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Babubhai Mistri'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sati Naag Kanya'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Babubhai Mistri'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Neera, Vikram Gokhale, Manher Desai'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Drama, Adventure, Action, Fantasy'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Shubh Kaamna'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'K. Vishwanath'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Rati Agnihotri, Asrani, Utpal Dutt'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Comedy, Drama'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sookha'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'M.S. Sathyu'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Anant Nag'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Souten'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sawan Kumar Tak'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Rajesh Khanna, Padmini Kolhapure, Tina Munim, Prem Chopra, Pran'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sun Meri Laila'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Chander Bahl'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Birbal, Deepika, Iftekhar'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Romance'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sweekar Kiya Maine'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Zaheer D. Lari'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Vinod Mehra, Shabana Azmi, Prema Narayan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Comedy, Drama'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Talabandi'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sunil Chadha'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Neelam Mehra, Javed Khan, Pushpa Soni'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Action'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Taqdeer'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Birj'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Shatrughan Sinha, Mithun Chakraborty, Hema Malini, Zeenat Aman'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Action, Crime, Drama, Romance'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Tum Laut Aao'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Bhimsain'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Ravi Baswani, Kavita Chaudhary, Karan Razdan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Woh Jo Hasina'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Deepak Bahry'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Mithun Chakraborty, Ranjeeta Kaur, Pran'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Romance'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Woh Saat Din'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Bapu'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Anil Kapoor, Padmini Kolhapure, Naseeruddin Shah, Master Raju'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Drama'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Yahan Se Shehar Ko Dekho'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Mahendra Sandhu'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Zakhmi Dil'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'B.S. Shaad'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Dharmendra, Daljit Kaur, Manorama'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Zara Si Zindagi'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'K. Balachander'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kamal Hassan, Anita Raj, Nilu Phule'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Drama, Family'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Zulf Ke Saye Saye'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Anand Sagar'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
