"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Title'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Chip'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Year'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Developer'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Publisher'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Hayazashi Nidan Morita Shogi'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'ST011'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1993'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Random House'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'SETA Corporation (JP)'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Hayazashi Nidan Morita Shogi 2'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'ST018'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1995'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Random House'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'SETA Corporation (JP)'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Star Fox NA JP Starwing EU'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Super FX GSU-1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1993'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Nintendo EAD, Argonaut'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Nintendo (NA) (JP) (EU)'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Stunt Race FX NA EU Wild Trax JP'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Super FX GSU-1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1994'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Nintendo EAD, Argonaut'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Nintendo (NA) (JP) (EU)'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Vortex'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Super FX GSU-1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1994'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Argonaut Games'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Electro Brain (NA), Pack-In-Video (JP)'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Dirt Racer'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Super FX GSU-1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1994'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'MotiveTime'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Elite Systems (EU)'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Dirt Trax FX'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Super FX GSU-1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1995'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sculptured Software'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Acclaim Entertainment (NA)'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ""Super Mario World 2: Yoshi's Island NA EU Super Mario: Yossy Island JP""}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Super FX GSU-2'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1995'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Nintendo EAD'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Nintendo (NA) (JP) (EU)'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Doom'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Super FX GSU-2'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1995'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sculptured Software'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Williams (NA), Imagineer (JP), Ocean (EU)'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Winter Gold EU FX Skiing NA (cancelled)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Super FX GSU-2'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '1997'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Funcom'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Nintendo (EU)'}"
