"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Sail no.'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Yacht name'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Original team/syndicate'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Competitive history'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Subsequent history'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'NZL–57'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Team New Zealand'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Training boat for 2000 challenge'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Owner Areva Challenge by way of K-Challenge in Valencia.'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA–58'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Young America'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Young America'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Replaced USA–53 in 2000 LVC R-R 2 & R-R 3.'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Luna Rossa Challenge, location unknown'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'SUI–59'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Be Happy'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'FAST 2000'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Test yacht'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Owner +39 challenge competed in Act 5 of LVC'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'NZL–60'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Team New Zealand'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2000 AC – Successful defender 5/0 v ITA–45'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Current[when?] owner SailNZ (part of the ExploreNZ group), sitting in SailNZ loft in the Viaduct, Auckland, New Zealand.'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA–61'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'AmericaOne'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Lost LVC finals to ITA–45 4–5'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Owner BMW Oracle Racing and on Display in Munich Airport.'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'RUS–62'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Number issued but no name'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Re-worked RUS–24, Again never sailed'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Unknown'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'SWE–63'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Örn'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Victory Challenge'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Built for 2003 AC campaign. Sailed in LVC R-R 1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Victory Challenge in Valencia'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'SUI–64'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Alinghi'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2003 AC – Successful challenger 5–0 over NZL–82. Winner 2003 LVC'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA–65'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'One World Challenge'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sailed in LVC Quarter-finals'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sold to Desafio Español as test and Trial boat. In April 2014, mussels caused damage and the keel fell off, causing the boat to capsize.'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA–66'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Stars & Stripes'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Crew training and tuning boat for USA–77'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA–67'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'One World Challenge'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sailed in LVC Semi-finals Repechage lost to USA–76'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sold to Desafio Español as test and Trial boat. Location'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'GER–68'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Illbruck Challenge'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Lent unfinished to ETNZ. Finished and used as a training boat for ETNZ 2007 campaign.'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'TNZ 2007, in New Zealand. Sold and currently under charter in New Zealand with SailNZ as NZL–68'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'FRA–69'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Le Défi Areva'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sailed in LVC until QF'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Acquired by China Team in 2005 as part of the LE DEFI support package. Significant parts of the structure and equipment were subsequently used in the construction of CHN–95'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'GBR–70'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Wight Lightning'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'GBR Challenge'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sailed in LVC until QF,'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA–71'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'BMW Oracle Racing'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Trial boat (never raced)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Was on display at Oracle Headquarters lagoon (Redwood City, CA) Replaced in May 2014 by AC33 winning USA–17 trimaran.'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'ITA–72'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Mascalzone Latino'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Eliminated after LVC round robins'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sold to UITG, modified to Version V for the LVC. Sold to Supersail Deutschland for corporate charters on Lake Constance.'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'SWE–73'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Orm'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Victory Challenge'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2003 LVC – Quarter-finals Repechage'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Victory Challenge in Valencia'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'ITA–74'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Prada Challenge'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Lost LVC Semi-finals to USA–65'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Luna Rossa, in Valencia'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'SUI–75'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Alinghi'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Built for 2003 AC campaign. Trial boat (SUI–64 was raced)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Bought in 2007 by TEAMORIGIN, a new British challenger for the 33rd AC edition. First sailed as GBR–75 in Valencia, Spain, 14–7–07.'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA–76'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA 76'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'BMW Oracle Racing'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Lost to SUI–64 in LVC finals'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Winner of Moet Cup in 2003. Currently in charter operation in San Francisco, CA.'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA–77'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Stars & Stripes'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2003 LVC. Sank while in testing in San Diego. Raised and sailed in LVC quarter-finals repechage'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Mascalzone Latino, location unknown.'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'GBR–78'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Wight Magic'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'GBR Challenge'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Trial boat (never raced) Twin Keel'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'GBR challenge, location Medina Yard, Cowes, I-O-W'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'FRA–79'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Le Défi Areva'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Trial boat, (never raced)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Team China, location Valencia'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'ITA–80'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Luna Rossa Challenge'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '4th 2003 LVC Lost to USA–65 OneWorld Challenge in Semi-finals/Repechage'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Team Luna Rossa, location Valencia'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'NZL–81'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Emirates Team New Zealand'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Tuning and training boat for 2003 AC defence. Trial boat (never raced)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ""Along with NZL–82, boat is in Cabo San Lucas, MX. Staffed by team members of ETNZ, public can sail on actual America's Cup Yacht via www.cabo-adventures.com.""}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'NZL–82'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'NZL 82'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Emirates Team New Zealand'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2003 AC defender. Beaten 5–0 by Alinghi'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ""Along with NZL–81, boat is in Cabo San Lucas, MX. Staffed by team members of ETNZ, public can sail on actual America's Cup Yacht via www.cabo-adventures.com.""}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'RSA–83'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Team Shosholoza'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '7th 2007 LVC. 9 wins and 11 defeats.'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Owner Shosholoza, in MSC yard, Salt River, Cape Town'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'NZL–84'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Emirates Team New Zealand'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2007 LVC – 2nd in Act 13'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Offered as one of the boats for the ETNZ-backed Louis Vuitton Pacific Series in Auckland, NZ, 31 January to 14 February 2009.[needs update]'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'ITA–85'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '+39 Challenge'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '9th 2007 LVC. 5 wins and 15 defeats.'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Scrapped in Valencia/Spain, November 2014.'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'ITA–86'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Luna Rossa Challenge'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Racing boat for Luna Rossa'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA–87'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA 87'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'BMW Oracle Racing'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Trial boat (not raced in LVC)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'On loan to Emirates Team New Zealand for the upcoming ETNZ-backed Louis Vuitton Pacific Series in Auckland, NZ, 31 January to 14 February 2009.'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'ESP–88'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Desafio Español 2007'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '2007 generation yacht and tune up boat for ESP 97'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'GER–89'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Germany 1'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'United Internet Team Germany'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '10th 2007 LVC. 2 wins and 18 defeats.'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'ITA–90'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Mascalzone Latino-Capitalia Team'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'GER–91'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Alinghi'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ""2007 AC. Built as a potential Defender but used for tuning and 'in-house' racing against SUI–100""}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Acquired by United Internet Team Germany in October 2007'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'NZL–92'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'NZL 92'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Emirates Team New Zealand'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Winner 2007 LVC but unsuccessful as Challenger for the 2007 AC losing 2–5 against SUI–100.'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Offered as one of the boats for the upcoming ETNZ-backed Louis Vuitton Pacific Series in Auckland, NZ, 31 January to 14 February 2009.'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'FRA–93'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Areva Challenge'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '6th 2007 LVC. 8 wins and 12 losses'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'ITA–94'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Luna Rossa Challenge'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Losing finalist 2007 LVC. Lost 0–5 to NZL 92'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'CHN–95'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'China Team'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '11th 2007 LVC. 1 win and 19 defeats'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'SWE–96'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Järv'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Victory Challenge'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '5th 2007 LVC. 12 wins and 8 defeats.'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'ESP–97'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Desafio Español 2007'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Losing semi-finalist 2007 LVC. Lost 2–5 to NZL 92'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Currently abandoned'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'USA–98'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'BMW Oracle Racing'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Losing semi-finalist 2007 LVC. Lost 1–5 to ITA–94.'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'On loan to ETNZ (Emirates Team New Zealand) for the ETNZ-backed Louis Vuitton Pacific Series in Auckland, NZ, 31 January to 14 February 2009.'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'ITA–99'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Mascalzone Latino-Capitalia Team'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'SUI–100'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Alinghi'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Successful Defender of the 2007 AC winning 5–2 against NZL–92'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'GER–101'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'United Internet Team Germany'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Construction started 22 May 2007 at Knierim-Yachtbau in Kiel'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ""America's Cup Management announced that a new type of boat will be used for the 33rd America's Cup challenge which caused the plans for completion to be changed.""}"
