"{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Obs. code Map'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Description'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Country'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'Region'}","{'column_span': 1, 'is_header': True, 'row_span': 1, 'value': 'MPC-list'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '403'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kani Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Japan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '21'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kani'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '404'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Yamamoto Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Japan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '07'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Yamamoto'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '405'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kamihoriguchi Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Japan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '10'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kamihoriguchi'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '406'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Bibai Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Japan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '01'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Bibai'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '407'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kahoku Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Japan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '06'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kahoku'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '408'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Mount Nyukasa Station'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Japan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '20'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Nyukasa'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '409'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kiyose and Mizuho'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Japan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '13'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kiyose and Mizuho'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '410'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sengamine Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Japan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '28'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sengamine'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '411'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Oizumi Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Japan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '10'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Oizumi'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '412'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Iwaki Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Japan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '07'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Iwaki'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '413'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Siding Spring Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Australia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'NSW'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Siding Spring Observatory'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '414'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Mount Stromlo Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Australia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'ACT'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Mount Stromlo'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '415'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kambah Observatory, near Canberra'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Australia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'ACT'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kambah'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '416'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Barton Observatory, near Canberra'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Australia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'ACT'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Barton'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '417'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Yanagida Astronomical Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Japan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '17'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Yanagida Astronomical Observatory'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '418'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Tamworth Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Australia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'NSW'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Tamworth'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '419'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Windsor Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Australia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'NSW'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Windsor'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '420'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sydney Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Australia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'NSW'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sydney'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '421'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Mt. Kajigamori'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Japan'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '39'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Mt. Kajigamori, Otoyo'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '422'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Loomberah Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Australia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'NSW'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Loomberah'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '423'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'North Ryde Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Australia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'NSW'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'North Ryde'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '424'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Macquarie Observatory, near Canberra'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Australia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'ACT'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Macquarie'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '425'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Taylor Range Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Australia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Qld'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Taylor Range Observatory, Brisbane'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '426'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Woomera Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Australia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'SA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Woomera'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '427'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Stockport Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Australia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'SA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Stockport'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '428'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Reedy Creek Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Australia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Qld'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Reedy Creek'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '429'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Hawker Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Australia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'ACT'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Hawker'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '430'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Rainbow Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Australia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'NSW'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Rainbow Observatory, near Coonabarabran'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '431'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Mount Tarana Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Australia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'NSW'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Mt. Tarana Observatory, Bathurst'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '432'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Boambee Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Australia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'NSW'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Boambee'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '433'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Bagnall Beach Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Australia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'NSW'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Bagnall Beach Observatory'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '434'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'S. Benedetto Po Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Italy'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Lo'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'S. Benedetto Po'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '435'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'G. Colombo Astronomical Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Italy'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'V'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'G. Colombo Astronomical Observatory, Padua'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '436'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Livergnano Observatory (Osservatorio di Livergnano)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Italy'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'ER'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Osservatorio di Livergnano'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '437'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Haverford Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'PA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Haverford'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '438'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Smith College Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'MA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Smith College Observatory, Northampton'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '439'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'ROTSE-III'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'NM'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'ROTSE-III, Los Alamos'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '440'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Elginfield Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Canada'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'ON'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Elginfield Observatory'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '441'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Swilken Brae Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'United Kingdom'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'SCT'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Swilken Brae, St. Andrews'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '442'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Gualba Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Spain'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'CL'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Gualba Observatory'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '443'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Plomer Observatory (Observatorio Astronomico Plomer)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Argentina'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'BA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Obs. Astronomico Plomer, Buenos Aires'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '444'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Star Cruiser Observatory, Anza'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'CA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Star Cruiser Observatory'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '445'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ""Observatori d'Ontinyent""}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Spain'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'V'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ""Observatorio d'Ontinyent""}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '446'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kingsnake Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'TX'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Kingsnake Observatory, Seguin'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '447'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Centennial Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'CO'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Centennial Observatory'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '448'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Desert Moon Observatory, observers: Janet and Berton L. Stevens Src, Src'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'NM'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Desert Moon Observatory, Las Cruces'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '449'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Griffin Hunter Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'SC'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Griffin Hunter Observatory, Bethune'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '450'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Carla Jane Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'NC'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Carla Jane Observatory, Charlotte'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '451'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'West Skies Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'KS'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'West Skies Observatory, Mulvane'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '452'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Big Cypress Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'FL'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Big Cypress Observatory, Fort Lauderdale'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '453'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Edwards Raven Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'CA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Edwards Raven Observatory'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '454'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Maryland Space Grant Consortium Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'CA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Maryland Space Grant Consortium Observatory'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '455'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'CBA Concord'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'CA'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'CBA Concord'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '456'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Daventry Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'United Kingdom'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'ENG'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Daventry Observatory'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '457'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Partizanske Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Slovakia'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Trenčín'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Partizanske'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '458'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Guadarrama Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Spain'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'MD'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Guadarrama Observatory'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '459'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Smith River Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'NH'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Smith River Observatory, Danbury'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '460'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Area 52 Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'AR'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Area 52 Observatory, Nashville'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '461'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Piszkéstető Station – of the Konkoly Obs., see #561 and #053; Src'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Hungary'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': ''}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'University of Szeged, Piszkesteto Stn. (Konkoly)'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '462'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Mount Belleview Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'MD'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Mount Belleview Observatory'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '463'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sommers–Bausch Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'CO'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Sommers-Bausch Observatory, Boulder'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '464'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Toby Point Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'United States'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'RI'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Toby Point Observatory, Narragansett'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '465'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Takapuna Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'New Zealand'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Au'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Takapuna'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '466'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Mount Molehill Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'New Zealand'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Au'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Mount Molehill Observatory, Auckland'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '467'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Stardome Observatory (Auckland Observatory)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'New Zealand'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Au'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Auckland Observatory'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '468'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Campo Catino Astronomical Observatory (Osservatorio Astronomico Campo Catino)'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Italy'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'La'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Astronomical Observatory, Campo Catino'}"
"{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': '469'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Courroux Observatory'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Switzerland'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'SWF'}","{'column_span': 1, 'is_header': False, 'row_span': 1, 'value': 'Courroux'}"
